band	id	simp	unit	missing
band8	L8-1112	沸沸扬扬	b79-m2-counterargument	zh+en
band8	L8-1142	丰富多彩	b79-m2-counterargument	zh+en
band8	L8-1149	风餐露宿	b79-m2-counterargument	zh+en
band8	L8-1150	风范	b79-m2-counterargument	zh+en
band8	L8-1152	风和日丽	b79-m2-counterargument	zh+en
band8	L8-1172	峰回路转	b79-m2-counterargument	zh+en
band8	L8-1198	斧子	b79-m2-counterargument	zh+en
band8	L8-1200	辅导	b79-m2-counterargument	zh+en
band8	L8-1237	改革开放	b79-m2-counterargument	zh+en
band8	L8-1247	概论	b79-m2-counterargument	zh+en
band8	L8-1265	感性	b79-m2-counterargument	zh+en
band8	L8-1269	纲领	b79-m2-counterargument	zh+en
band8	L8-1270	纲要	b79-m2-counterargument	zh+en
band8	L8-1289	高新技术	b79-m2-counterargument	zh+en
band8	L8-1301	告状	b79-m2-counterargument	zh+en
band8	L8-1315	格格不入	b79-m3-politics-policy	zh+en
band8	L8-1325	根深蒂固	b79-m3-politics-policy	zh+en
band8	L8-1334	耿直	b79-m3-politics-policy	zh+en
band8	L8-1338	工商界	b79-m3-politics-policy	zh+en
band8	L8-1339	工序	b79-m3-politics-policy	zh+en
band8	L8-1340	工整	b79-m3-politics-policy	zh+en
band8	L8-1362	公益性	b79-m3-politics-policy	zh+en
band8	L8-1379	供不应求	b79-m3-politics-policy	zh+en
band8	L8-1384	恭维	b79-m3-politics-policy	zh+en
band8	L8-1397	构思	b79-m3-politics-policy	zh+en
band8	L8-1398	构想	b79-m3-politics-policy	zh+en
band8	L8-1402	沽名钓誉	b79-m3-politics-policy	zh+en
band8	L8-1405	孤零零	b79-m3-politics-policy	zh+en
band8	L8-1406	孤陋寡闻	b79-m3-politics-policy	zh+en
band8	L8-1411	古今中外	b79-m3-politics-policy	zh+en
band8	L8-1418	骨气	b79-m3-politics-policy	zh+en
band8	L8-1429	顾全大局	b79-m3-politics-policy	zh+en
band8	L8-1456	观摩	b79-m3-politics-policy	zh+en
band8	L8-1458	观望	b79-m3-politics-policy	zh+en
band8	L8-1464	棺材	b79-m3-politics-policy	zh+en
band8	L8-1471	贯彻	b79-m3-politics-policy	zh+en
band8	L8-1473	贯通	b79-m3-politics-policy	zh+en
band8	L8-1482	光彩	b79-m3-politics-policy	zh+en
band8	L8-1489	光明磊落	b79-m3-politics-policy	zh+en
band8	L8-1492	归根到底	b79-m3-politics-policy	zh+en
band8	L8-1498	归宿	b79-m3-politics-policy	zh+en
band8	L8-1504	轨迹	b79-m3-politics-policy	zh+en
band8	L8-1540	过意不去	b79-m3-economy-finance	zh+en
band8	L8-1555	海域	b79-m3-economy-finance	zh+en
band8	L8-1557	海藻	b79-m3-economy-finance	zh+en
band8	L8-1558	骇人听闻	b79-m3-economy-finance	zh+en
band8	L8-1562	酣畅	b79-m3-economy-finance	zh+en
band8	L8-1563	酣睡	b79-m3-economy-finance	zh+en
band8	L8-1565	含蓄	b79-m3-economy-finance	zh+en
band8	L8-1566	函授	b79-m3-economy-finance	zh+en
band8	L8-1580	航天员	b79-m3-economy-finance	zh+en
band8	L8-1605	浩劫	b79-m3-economy-finance	zh+en
band8	L8-1607	禾苗	b79-m3-economy-finance	zh+en
band8	L8-1615	合作社	b79-m3-economy-finance	zh+en
band8	L8-1624	和平共处	b79-m3-economy-finance	zh+en
band8	L8-1638	贺信	b79-m3-economy-finance	zh+en
band8	L8-1640	赫然	b79-m3-economy-finance	zh+en
band8	L8-1641	鹤立鸡群	b79-m3-economy-finance	zh+en
band8	L8-1645	黑手	b79-m3-economy-finance	zh+en
band8	L8-1651	横七竖八	b79-m3-economy-finance	zh+en
band8	L8-1652	横向	b79-m3-economy-finance	zh+en
band8	L8-1660	烘托	b79-m3-economy-finance	zh+en
band8	L8-1661	弘扬	b79-m3-economy-finance	zh+en
band8	L8-1664	红扑扑	b79-m3-economy-finance	zh+en
band8	L8-1667	红眼	b79-m3-economy-finance	zh+en
band8	L8-1668	宏观	b79-m3-economy-finance	zh+en
band8	L8-1669	宏伟	b79-m3-economy-finance	zh+en
band8	L8-1670	洪亮	b79-m3-economy-finance	zh+en
band8	L8-1678	后盾	b79-m3-economy-finance	zh+en
band8	L8-1679	后顾之忧	b79-m3-economy-finance	zh+en
band8	L8-1683	后台	b79-m3-economy-finance	zh+en
band8	L8-1685	后续	b79-m3-economy-finance	zh+en
band8	L8-1686	后遗症	b79-m3-economy-finance	zh+en
band8	L8-1692	呼风唤雨	b79-m3-economy-finance	zh+en
band8	L8-1693	呼唤	b79-m3-economy-finance	zh+en
band8	L8-1696	呼应	b79-m3-economy-finance	zh+en
band8	L8-1698	忽高忽低	b79-m3-economy-finance	zh+en
band8	L8-1699	忽悠	b79-m3-economy-finance	zh+en
band8	L8-1702	胡思乱想	b79-m3-economy-finance	zh+en
band8	L8-1707	互访	b79-m3-economy-finance	zh+en
band8	L8-1708	互信	b79-m3-economy-finance	zh+en
band8	L8-1715	划算	b79-m3-economy-finance	zh+en
band8	L8-1717	华侨	b79-m3-economy-finance	zh+en
band8	L8-1718	华裔	b79-m3-economy-finance	zh+en
band8	L8-1720	哗然	b79-m3-economy-finance	zh+en
band8	L8-1723	滑梯	b79-m3-economy-finance	zh+en
band8	L8-1728	化险为夷	b79-m3-economy-finance	zh+en
band8	L8-1729	化验	b79-m3-economy-finance	zh+en
band8	L8-1743	怀着	b79-m3-tech-innovation	zh+en
band8	L8-1744	槐树	b79-m3-tech-innovation	zh+en
band8	L8-1747	欢聚	b79-m3-tech-innovation	zh+en
band8	L8-1749	欢声笑语	b79-m3-tech-innovation	zh+en
band8	L8-1759	幻影	b79-m3-tech-innovation	zh+en
band8	L8-1764	唤起	b79-m3-tech-innovation	zh+en
band8	L8-1770	荒诞	b79-m3-tech-innovation	zh+en
band8	L8-1780	恍然大悟	b79-m3-tech-innovation	zh+en
band8	L8-1811	绘声绘色	b79-m3-tech-innovation	zh+en
band8	L8-1818	混凝土	b79-m3-tech-innovation	zh+en
band8	L8-1820	混浊	b79-m3-tech-innovation	zh+en
band8	L8-1828	火候	b79-m3-tech-innovation	zh+en
band8	L8-1831	火辣辣	b79-m3-tech-innovation	zh+en
band8	L8-1845	祸害	b79-m3-tech-innovation	zh+en
band8	L8-1847	豁达	b79-m3-tech-innovation	zh+en
band8	L8-1849	讥笑	b79-m3-tech-innovation	zh+en
band8	L8-1864	基准	b79-m3-tech-innovation	zh+en
band8	L8-1889	急迫	b79-m3-tech-innovation	zh+en
band8	L8-1894	急转弯	b79-m3-tech-innovation	zh+en
band8	L8-1899	集装箱	b79-m3-tech-innovation	zh+en
band8	L8-1903	脊梁	b79-m3-tech-innovation	zh+en
band8	L8-1912	纪念馆	b79-m3-tech-innovation	zh+en
band8	L8-1914	纪实	b79-m3-tech-innovation	zh+en
band8	L8-1935	佳节	b79-m3-tech-innovation	zh+en
band8	L8-1937	家家户户	b79-m3-tech-innovation	zh+en
band8	L8-1939	家境	b79-m3-tech-innovation	zh+en
band8	L8-1940	家禽	b79-m3-tech-innovation	zh+en
band8	L8-1942	家喻户晓	b79-m3-tech-innovation	zh+en
band8	L8-1945	嘉年华	b79-m3-tech-innovation	zh+en
band8	L8-1949	假使	b79-m3-tech-innovation	zh+en
band8	L8-1955	驾驭	b79-m4-meetings-discussion	zh+en
band8	L8-1956	架势	b79-m4-meetings-discussion	zh+en
band8	L8-1962	奸诈	b79-m4-meetings-discussion	zh+en
band8	L8-1963	歼灭	b79-m4-meetings-discussion	zh+en
band8	L8-1964	坚持不懈	b79-m4-meetings-discussion	zh+en
band8	L8-1966	坚实	b79-m4-meetings-discussion	zh+en
band8	L8-1967	坚守	b79-m4-meetings-discussion	zh+en
band8	L8-1973	艰苦奋斗	b79-m4-meetings-discussion	zh+en
band8	L8-1974	艰险	b79-m4-meetings-discussion	zh+en
band8	L8-1975	艰辛	b79-m4-meetings-discussion	zh+en
band8	L8-1977	监管	b79-m4-meetings-discussion	zh+en
band8	L8-1990	检讨	b79-m4-meetings-discussion	zh+en
band8	L8-2001	简要	b79-m4-meetings-discussion	zh+en
band8	L8-2002	简易	b79-m4-meetings-discussion	zh+en
band8	L8-2004	见钱眼开	b79-m4-meetings-discussion	zh+en
band8	L8-2005	见仁见智	b79-m4-meetings-discussion	zh+en
band8	L8-2016	建树	b79-m4-meetings-discussion	zh+en
band8	L8-2025	鉴于	b79-m4-meetings-discussion	zh+en
band8	L8-2039	交锋	b79-m4-meetings-discussion	zh+en
band8	L8-2046	交涉	b79-m4-meetings-discussion	zh+en
band8	L8-2054	娇惯	b79-m4-meetings-discussion	zh+en
band8	L8-2055	娇气	b79-m4-meetings-discussion	zh+en
band8	L8-2062	焦躁	b79-m4-meetings-discussion	zh+en
band8	L8-2063	礁石	b79-m4-meetings-discussion	zh+en
band8	L8-2077	较劲	b79-m4-meetings-discussion	zh+en
band8	L8-2080	教条	b79-m4-meetings-discussion	zh+en
band8	L8-2090	接二连三	b79-m4-meetings-discussion	zh+en
band8	L8-2091	接轨	b79-m4-meetings-discussion	zh+en
band8	L8-2098	接替	b79-m4-meetings-discussion	zh+en
band8	L8-2108	节衣缩食	b79-m4-meetings-discussion	zh+en
band8	L8-2113	结晶	b79-m4-meetings-discussion	zh+en
band8	L8-2116	结尾	b79-m4-meetings-discussion	zh+en
band8	L8-2120	竭力	b79-m4-meetings-discussion	zh+en
band8	L8-2129	解围	b79-m4-meetings-discussion	zh+en
band8	L8-2137	届时	b79-m4-meetings-discussion	zh+en
band8	L8-2142	借条	b79-m4-meetings-discussion	zh+en
band8	L8-2149	津贴	b79-m4-meetings-discussion	zh+en
band8	L8-2159	紧缩	b79-m4-meetings-discussion	zh+en
band8	L8-2160	锦旗	b79-m4-meetings-discussion	zh+en
band8	L8-2170	进修	b79-m4-meetings-discussion	zh+en
band8	L8-2172	劲头	b79-m4-negotiation	zh+en
band8	L8-2174	浸泡	b79-m4-negotiation	zh+en
band8	L8-2180	经久不息	b79-m4-negotiation	zh+en
band8	L8-2181	经贸	b79-m4-negotiation	zh+en
band8	L8-2182	经商	b79-m4-negotiation	zh+en
band8	L8-2184	荆棘	b79-m4-negotiation	zh+en
band8	L8-2186	惊诧	b79-m4-negotiation	zh+en
band8	L8-2191	惊天动地	b79-m4-negotiation	zh+en
band8	L8-2192	惊险	b79-m4-negotiation	zh+en
band8	L8-2193	惊心动魄	b79-m4-negotiation	zh+en
band8	L8-2196	晶莹	b79-m4-negotiation	zh+en
band8	L8-2197	兢兢业业	b79-m4-negotiation	zh+en
band8	L8-2198	精打细算	b79-m4-negotiation	zh+en
band8	L8-2199	精华	b79-m4-negotiation	zh+en
band8	L8-2203	精明	b79-m4-negotiation	zh+en
band8	L8-2209	精细	b79-m4-negotiation	zh+en
band8	L8-2211	精益求精	b79-m4-negotiation	zh+en
band8	L8-2212	精英	b79-m4-negotiation	zh+en
band8	L8-2213	精致	b79-m4-negotiation	zh+en
band8	L8-2216	景区	b79-m4-negotiation	zh+en
band8	L8-2220	警钟	b79-m4-negotiation	zh+en
band8	L8-2223	竞相	b79-m4-negotiation	zh+en
band8	L8-2229	敬而远之	b79-m4-negotiation	zh+en
band8	L8-2232	敬佩	b79-m4-negotiation	zh+en
band8	L8-2241	境外	b79-m4-negotiation	zh+en
band8	L8-2242	境遇	b79-m4-negotiation	zh+en
band8	L8-2243	窘迫	b79-m4-negotiation	zh+en
band8	L8-2246	久违	b79-m4-negotiation	zh+en
band8	L8-2247	久仰	b79-m4-negotiation	zh+en
band8	L8-2252	救治	b79-m4-negotiation	zh+en
band8	L8-2257	就任	b79-m4-negotiation	zh+en
band8	L8-2258	就医	b79-m4-negotiation	zh+en
band8	L8-2260	就职	b79-m4-negotiation	zh+en
band8	L8-2261	就座	b79-m4-negotiation	zh+en
band8	L8-2264	拘束	b79-m4-negotiation	zh+en
band8	L8-2265	居高临下	b79-m4-negotiation	zh+en
band8	L8-2266	居民楼	b79-m4-negotiation	zh+en
band8	L8-2270	局限	b79-m4-negotiation	zh+en
band8	L8-2275	举措	b79-m4-negotiation	zh+en
band8	L8-2277	举世闻名	b79-m4-negotiation	zh+en
band8	L8-2278	举世无双	b79-m4-negotiation	zh+en
band8	L8-2279	举世瞩目	b79-m4-negotiation	zh+en
band8	L8-2280	举一反三	b79-m4-negotiation	zh+en
band8	L8-2283	巨额	b79-m4-negotiation	zh+en
band8	L8-2285	巨头	b79-m4-negotiation	zh+en
band8	L8-2286	巨星	b79-m4-negotiation	zh+en
band8	L8-2287	巨型	b79-m4-negotiation	zh+en
band8	L8-2289	剧目	b79-m4-negotiation	zh+en
band8	L8-2290	剧情	b79-m4-negotiation	zh+en
band8	L8-2291	剧团	b79-m4-negotiation	zh+en
band8	L8-2293	剧组	b79-m4-negotiation	zh+en
band8	L8-2295	据悉	b79-m4-negotiation	zh+en
band8	L8-2304	决议	b79-m4-negotiation	zh+en
band8	L8-2306	诀窍	b79-m4-negotiation	zh+en
band8	L8-2307	角逐	b79-m4-negotiation	zh+en
band8	L8-2309	绝技	b79-m4-negotiation	zh+en
band8	L8-2310	绝缘	b79-m4-negotiation	zh+en
band8	L8-2311	绝招	b79-m4-negotiation	zh+en
band8	L8-2313	崛起	b79-m4-negotiation	zh+en
band8	L8-2316	军官	b79-m4-negotiation	zh+en
band8	L8-2321	俊俏	b79-m4-negotiation	zh+en
band8	L8-2322	骏马	b79-m4-negotiation	zh+en
band8	L8-2323	竣工	b79-m4-negotiation	zh+en
band8	L8-2333	开发区	b79-m4-negotiation	zh+en
band8	L8-2334	开发商	b79-m4-negotiation	zh+en
band8	L8-2335	开工	b79-m4-negotiation	zh+en
band8	L8-2336	开垦	b79-m4-negotiation	zh+en
band8	L8-2338	开阔	b79-m4-negotiation	zh+en
band8	L8-2343	开天辟地	b79-m4-negotiation	zh+en
band8	L8-2348	凯歌	b79-m4-negotiation	zh+en
band8	L8-2349	楷模	b79-m4-negotiation	zh+en
band8	L8-2351	刊物	b79-m4-negotiation	zh+en
band8	L8-2353	勘探	b79-m4-negotiation	zh+en
band8	L8-2361	看样子	b79-m4-negotiation	zh+en
band8	L8-2366	抗衡	b79-m4-negotiation	zh+en
band8	L8-2368	抗生素	b79-m4-negotiation	zh+en
band8	L8-2369	抗争	b79-m4-negotiation	zh+en
band8	L8-2372	靠拢	b79-m4-negotiation	zh+en
band8	L8-2380	可悲	b79-m4-negotiation	zh+en
band8	L8-2382	可乘之机	b79-m4-negotiation	zh+en
band8	L8-2384	可歌可泣	b79-m4-negotiation	zh+en
band8	L8-2388	可谓	b79-m4-formal-writing	zh+en
band8	L8-2395	克隆	b79-m4-formal-writing	zh+en
band8	L8-2398	刻意	b79-m4-formal-writing	zh+en
band8	L8-2399	刻舟求剑	b79-m4-formal-writing	zh+en
band8	L8-2402	客流	b79-m4-formal-writing	zh+en
band8	L8-2403	客运	b79-m4-formal-writing	zh+en
band8	L8-2409	空前	b79-m4-formal-writing	zh+en
band8	L8-2410	空想	b79-m4-formal-writing	zh+en
band8	L8-2421	抠	b79-m4-formal-writing	zh+en
band8	L8-2426	口径	b79-m4-formal-writing	zh+en
band8	L8-2429	口腔	b79-m4-formal-writing	zh+en
band8	L8-2437	口子	b79-m4-formal-writing	zh+en
band8	L8-2439	扣留	b79-m4-formal-writing	zh+en
band8	L8-2440	扣人心弦	b79-m4-formal-writing	zh+en
band8	L8-2445	窟窿	b79-m4-formal-writing	zh+en
band8	L8-2446	苦力	b79-m4-formal-writing	zh+en
band8	L8-2447	苦练	b79-m4-formal-writing	zh+en
band8	L8-2449	苦恼	b79-m4-formal-writing	zh+en
band8	L8-2451	苦心	b79-m4-formal-writing	zh+en
band8	L8-2456	夸夸其谈	b79-m4-formal-writing	zh+en
band8	L8-2457	夸耀	b79-m4-formal-writing	zh+en
band8	L8-2465	宽泛	b79-m4-formal-writing	zh+en
band8	L8-2466	宽厚	b79-m4-formal-writing	zh+en
band8	L8-2468	宽恕	b79-m4-formal-writing	zh+en
band8	L8-2472	筐	b79-m4-formal-writing	zh+en
band8	L8-2491	括弧	b79-m4-formal-writing	zh+en
band8	L8-2492	阔绰	b79-m4-formal-writing	zh+en
band8	L8-2494	拉拢	b79-m4-formal-writing	zh+en
band8	L8-2495	拉锁	b79-m4-formal-writing	zh+en
band8	L8-2498	腊月	b79-m4-formal-writing	zh+en
band8	L8-2502	来宾	b79-m4-formal-writing	zh+en
band8	L8-2506	来历	b79-m4-formal-writing	zh+en
band8	L8-2508	来龙去脉	b79-m4-formal-writing	zh+en
band8	L8-2514	蓝图	b79-m4-formal-writing	zh+en
band8	L8-2515	揽	b79-m4-formal-writing	zh+en
band8	L8-2521	狼狈	b79-m4-formal-writing	zh+en
band8	L8-2522	朗诵	b79-m4-formal-writing	zh+en
band8	L8-2525	劳动力	b79-m4-formal-writing	zh+en
band8	L8-2527	劳务	b79-m4-formal-writing	zh+en
band8	L8-2532	老伴儿	b79-m4-formal-writing	zh+en
band8	L8-2534	老汉	b79-m4-formal-writing	zh+en
band8	L8-2539	老字号	b79-m4-formal-writing	zh+en
band8	L8-2541	姥爷	b79-m4-formal-writing	zh+en
band8	L8-2542	涝	b79-m4-formal-writing	zh+en
band8	L8-2546	雷同	b79-m4-formal-writing	zh+en
band8	L8-2548	累计	b79-m4-formal-writing	zh+en
band8	L8-2550	棱角	b79-m4-formal-writing	zh+en
band8	L8-2556	冷门	b79-m4-formal-writing	zh+en
band8	L8-2558	冷笑	b79-m4-formal-writing	zh+en
band8	L8-2560	愣	b79-m4-formal-writing	zh+en
band8	L8-2561	离谱儿	b79-m4-formal-writing	zh+en
band8	L8-2562	离奇	b79-m4-formal-writing	zh+en
band8	L8-2563	离职	b79-m4-formal-writing	zh+en
band8	L8-2576	理直气壮	b79-m4-formal-writing	zh+en
band8	L8-2577	力不从心	b79-m4-formal-writing	zh+en
band8	L8-2578	力度	b79-m4-formal-writing	zh+en
band8	L8-2579	力求	b79-m4-formal-writing	zh+en
band8	L8-2582	历程	b79-m4-formal-writing	zh+en
band8	L8-2583	历届	b79-m4-formal-writing	zh+en
band8	L8-2584	历经	b79-m4-formal-writing	zh+en
band8	L8-2588	立方米	b79-m4-formal-writing	zh+en
band8	L8-2590	立交桥	b79-m4-formal-writing	zh+en
band8	L8-2593	励志	b79-m4-formal-writing	zh+en
band8	L8-2594	利害	b79-m4-formal-writing	zh+en
band8	L8-2596	利索	b79-m4-formal-writing	zh+en
band8	L8-2598	连滚带爬	b79-m4-formal-writing	zh+en
band8	L8-2600	连任	b79-m4-formal-writing	zh+en
band8	L8-2601	连锁	b79-m4-formal-writing	zh+en
band8	L8-2602	连锁店	b79-m4-formal-writing	zh+en
band8	L8-2603	连夜	b79-m4-formal-writing	zh+en
band8	L8-2604	怜惜	b79-m4-formal-writing	zh+en
band8	L8-2606	莲子	b79-m5-idiomatic-social	zh+en
band8	L8-2608	联欢	b79-m5-idiomatic-social	zh+en
band8	L8-2611	廉洁	b79-m5-idiomatic-social	zh+en
band8	L8-2612	廉正	b79-m5-idiomatic-social	zh+en
band8	L8-2613	廉政	b79-m5-idiomatic-social	zh+en
band8	L8-2616	恋恋不舍	b79-m5-idiomatic-social	zh+en
band8	L8-2619	良性	b79-m5-idiomatic-social	zh+en
band8	L8-2621	两口子	b79-m5-idiomatic-social	zh+en
band8	L8-2624	亮丽	b79-m5-idiomatic-social	zh+en
band8	L8-2625	亮相	b79-m5-idiomatic-social	zh+en
band8	L8-2626	谅解	b79-m5-idiomatic-social	zh+en
band8	L8-2631	潦草	b79-m5-idiomatic-social	zh+en
band8	L8-2633	了却	b79-m5-idiomatic-social	zh+en
band8	L8-2636	咧嘴	b79-m5-idiomatic-social	zh+en
band8	L8-2637	列举	b79-m5-idiomatic-social	zh+en
band8	L8-2638	劣势	b79-m5-idiomatic-social	zh+en
band8	L8-2639	劣质	b79-m5-idiomatic-social	zh+en
band8	L8-2640	烈士	b79-m5-idiomatic-social	zh+en
band8	L8-2644	裂痕	b79-m5-idiomatic-social	zh+en
band8	L8-2645	拎	b79-m5-idiomatic-social	zh+en
band8	L8-2655	灵机一动	b79-m5-idiomatic-social	zh+en
band8	L8-2657	灵巧	b79-m5-idiomatic-social	zh+en
band8	L8-2658	灵通	b79-m5-idiomatic-social	zh+en
band8	L8-2660	零花钱	b79-m5-idiomatic-social	zh+en
band8	L8-2664	领队	b79-m5-idiomatic-social	zh+en
band8	L8-2666	领军	b79-m5-idiomatic-social	zh+en
band8	L8-2667	领略	b79-m5-idiomatic-social	zh+en
band8	L8-2671	领悟	b79-m5-idiomatic-social	zh+en
band8	L8-2690	流入	b79-m5-idiomatic-social	zh+en
band8	L8-2691	流失	b79-m5-idiomatic-social	zh+en
band8	L8-2692	流水	b79-m5-idiomatic-social	zh+en
band8	L8-2693	流淌	b79-m5-idiomatic-social	zh+en
band8	L8-2694	流向	b79-m5-idiomatic-social	zh+en
band8	L8-2696	流域	b79-m5-idiomatic-social	zh+en
band8	L8-2698	柳树	b79-m5-idiomatic-social	zh+en
band8	L8-2702	聋人	b79-m5-idiomatic-social	zh+en
band8	L8-2706	笼统	b79-m5-idiomatic-social	zh+en
band8	L8-2708	搂	b79-m5-idiomatic-social	zh+en
band8	L8-2710	芦花	b79-m5-idiomatic-social	zh+en
band8	L8-2713	卤味	b79-m5-idiomatic-social	zh+en
band8	L8-2718	路灯	b79-m5-idiomatic-social	zh+en
band8	L8-2719	路段	b79-m5-idiomatic-social	zh+en
band8	L8-2720	路况	b79-m5-idiomatic-social	zh+en
band8	L8-2722	路人	b79-m5-idiomatic-social	zh+en
band8	L8-2723	路途	b79-m5-idiomatic-social	zh+en
band8	L8-2724	路子	b79-m5-idiomatic-social	zh+en
band8	L8-2725	露天	b79-m5-idiomatic-social	zh+en
band8	L8-2729	屡	b79-m5-idiomatic-social	zh+en
band8	L8-2731	缕	b79-m5-idiomatic-social	zh+en
band8	L8-2736	孪生	b79-m5-idiomatic-social	zh+en
band8	L8-2739	掠夺	b79-m5-idiomatic-social	zh+en
band8	L8-2741	略微	b79-m5-idiomatic-social	zh+en
band8	L8-2742	抡	b79-m5-idiomatic-social	zh+en
band8	L8-2743	伦理	b79-m5-idiomatic-social	zh+en
band8	L8-2748	论述	b79-m5-idiomatic-social	zh+en
band8	L8-2755	裸露	b79-m5-idiomatic-social	zh+en
band8	L8-2756	络绎不绝	b79-m5-idiomatic-social	zh+en
band8	L8-2757	落差	b79-m5-idiomatic-social	zh+en
band8	L8-2758	落地	b79-m5-idiomatic-social	zh+en
band8	L8-2763	麻痹	b79-m5-idiomatic-social	zh+en
band8	L8-2765	麻辣	b79-m5-idiomatic-social	zh+en
band8	L8-2766	麻木	b79-m5-idiomatic-social	zh+en
band8	L8-2775	埋藏	b79-m5-idiomatic-social	zh+en
band8	L8-2780	迈进	b79-m5-idiomatic-social	zh+en
band8	L8-2790	漫游	b79-m5-idiomatic-social	zh+en
band8	L8-2793	忙活	b79-m5-idiomatic-social	zh+en
band8	L8-2795	忙乱	b79-m5-idiomatic-social	zh+en
band8	L8-2798	矛头	b79-m5-idiomatic-social	zh+en
band8	L8-2799	茅台	b79-m5-idiomatic-social	zh+en
band8	L8-2802	冒充	b79-m5-idiomatic-social	zh+en
band8	L8-2804	冒昧	b79-m5-idiomatic-social	zh+en
band8	L8-2810	没辙	b79-m5-idiomatic-social	zh+en
band8	L8-2811	没准儿	b79-m5-idiomatic-social	zh+en
band8	L8-2814	眉开眼笑	b79-m5-idiomatic-social	zh+en
band8	L8-2821	美观	b79-m5-idiomatic-social	zh+en
band8	L8-2829	美滋滋	b79-m5-register-shift	zh+en
band8	L8-2835	门路	b79-m5-register-shift	zh+en
band8	L8-2837	萌发	b79-m5-register-shift	zh+en
band8	L8-2838	萌芽	b79-m5-register-shift	zh+en
band8	L8-2840	朦胧	b79-m5-register-shift	zh+en
band8	L8-2841	猛烈	b79-m5-register-shift	zh+en
band8	L8-2842	猛然	b79-m5-register-shift	zh+en
band8	L8-2843	梦幻	b79-m5-register-shift	zh+en
band8	L8-2848	迷恋	b79-m5-register-shift	zh+en
band8	L8-2852	谜底	b79-m5-register-shift	zh+en
band8	L8-2854	谜语	b79-m5-register-shift	zh+en
band8	L8-2856	秘诀	b79-m5-register-shift	zh+en
band8	L8-2860	密集	b79-m5-register-shift	zh+en
band8	L8-2867	免除	b79-m5-register-shift	zh+en
band8	L8-2871	缅怀	b79-m5-register-shift	zh+en
band8	L8-2872	面部	b79-m5-register-shift	zh+en
band8	L8-2875	面面俱到	b79-m5-register-shift	zh+en
band8	L8-2876	面目全非	b79-m5-register-shift	zh+en
band8	L8-2879	苗头	b79-m5-register-shift	zh+en
band8	L8-2884	庙会	b79-m5-register-shift	zh+en
band8	L8-2887	民办	b79-m5-register-shift	zh+en
band8	L8-2888	民俗	b79-m5-register-shift	zh+en
band8	L8-2893	名副其实	b79-m5-register-shift	zh+en
band8	L8-2895	名利	b79-m5-register-shift	zh+en
band8	L8-2898	名言	b79-m5-register-shift	zh+en
band8	L8-2899	名著	b79-m5-register-shift	zh+en
band8	L8-2901	明媚	b79-m5-register-shift	zh+en
band8	L8-2909	磨合	b79-m5-register-shift	zh+en
band8	L8-2910	磨难	b79-m5-register-shift	zh+en
band8	L8-2911	磨损	b79-m5-register-shift	zh+en
band8	L8-2917	没落	b79-m5-register-shift	zh+en
band8	L8-2920	莫过于	b79-m5-register-shift	zh+en
band8	L8-2921	莫名其妙	b79-m5-register-shift	zh+en
band8	L8-2922	漠然	b79-m5-register-shift	zh+en
band8	L8-2924	默读	b79-m5-register-shift	zh+en
band8	L8-2927	谋害	b79-m5-register-shift	zh+en
band8	L8-2928	谋求	b79-m5-register-shift	zh+en
band8	L8-2930	牡丹	b79-m5-register-shift	zh+en
band8	L8-2936	目不转睛	b79-m5-register-shift	zh+en
band8	L8-2940	目录	b79-m5-register-shift	zh+en
band8	L8-2944	牧民	b79-m5-register-shift	zh+en
band8	L8-2946	墓碑	b79-m5-register-shift	zh+en
band8	L8-2947	墓地	b79-m5-register-shift	zh+en
band8	L8-2952	哪知道	b79-m5-register-shift	zh+en
band8	L8-2953	呐喊	b79-m5-register-shift	zh+en
band8	L8-2954	纳闷儿	b79-m5-register-shift	zh+en
band8	L8-2959	乃至	b79-m5-register-shift	zh+en
band8	L8-2961	耐人寻味	b79-m5-register-shift	zh+en
band8	L8-2965	难得一见	b79-m5-register-shift	zh+en
band8	L8-2974	挠	b79-m5-register-shift	zh+en
band8	L8-2975	恼羞成怒	b79-m5-register-shift	zh+en
band8	L8-2981	内阁	b79-m5-register-shift	zh+en
band8	L8-2982	内涵	b79-m5-register-shift	zh+en
band8	L8-2984	内幕	b79-m5-register-shift	zh+en
band8	L8-2988	能耗	b79-m5-register-shift	zh+en
band8	L8-2989	能耐	b79-m5-register-shift	zh+en
band8	L8-2993	泥潭	b79-m5-register-shift	zh+en
band8	L8-2994	泥土	b79-m5-register-shift	zh+en
band8	L8-2996	拟定	b79-m5-register-shift	zh+en
band8	L8-2999	年画	b79-m5-register-shift	zh+en
band8	L8-3001	年限	b79-m5-register-shift	zh+en
band8	L8-3002	年薪	b79-m5-register-shift	zh+en
band8	L8-3004	年终	b79-m5-register-shift	zh+en
band8	L8-3006	念念不忘	b79-m5-register-shift	zh+en
band8	L8-3007	念书	b79-m5-register-shift	zh+en
band8	L8-3011	鸟巢	b79-m5-register-shift	zh+en
band8	L8-3016	凝聚	b79-m5-register-shift	zh+en
band8	L8-3021	扭头	b79-m5-register-shift	zh+en
band8	L8-3023	纽带	b79-m5-register-shift	zh+en
band8	L8-3027	农民工	b79-m5-register-shift	zh+en
band8	L8-3029	浓厚	b79-m5-register-shift	zh+en
band8	L8-3031	浓郁	b79-m5-register-shift	zh+en
